CASEID,SEX,EDUC,AGE,NATEDUC,NATFARE,NATROAD,NATMASS,NATHEAL,NATENVIR
57117,2,17,24,1,1,2,2,1,1
57924,2,18,29,1,1,2,1,1,1
57110,2,15,32,1,1,2,2,2,1
57445,2,12,33,1,1,2,2,2,2
57144,2,11,35,1,1,2,1,1,1
57223,2,14,45,1,1,2,1,1,1
57974,2,19,51,1,1,2,2,1,1
57637,2,16,53,1,1,2,1,2,2
57246,2,3,56,1,1,2,1,2,1
57184,2,16,56,1,1,2,1,1,1
58017,2,14,59,1,1,2,2,3,1
57232,2,16,59,1,1,2,1,1,1
58007,2,0,78,1,1,2,3,1,3
57258,2,11,78,1,1,2,1,2,2
57819,1,14,54,2,1,2,1,1,1
57083,2,12,36,2,1,2,1,2,2
57386,2,14,54,2,1,2,1,1,1
57494,2,12,89,2,1,2,2,1,1
57837,2,12,89,2,1,2,1,1,1
57302,1,12,19,1,2,2,2,1,2
57597,1,11,22,1,2,2,2,3,1
57971,1,12,24,1,2,2,1,2,1
57150,1,12,25,1,2,2,2,1,1
57382,1,19,27,1,2,2,2,1,1
57600,1,16,29,1,2,2,1,3,1
57179,1,16,30,1,2,2,2,1,1
57832,1,19,31,1,2,2,2,1,1
57783,1,13,32,1,2,2,2,1,1
57996,1,16,32,1,2,2,1,3,2
57447,1,12,33,1,2,2,1,1,1
57979,1,14,38,1,2,2,1,1,1
57446,1,6,39,1,2,2,2,2,2
57584,1,14,50,1,2,2,2,1,1
57096,1,12,53,1,2,2,1,3,2
58049,1,11,63,1,2,2,2,1,1
57508,1,17,65,1,2,2,1,2,2
57563,1,16,68,1,2,2,3,1,2
58047,1,11,85,1,2,2,2,1,1
57239,2,12,20,1,2,2,2,1,1
57286,2,16,24,1,2,2,2,1,1
57963,2,13,26,1,2,2,2,1,1
57517,2,12,29,1,2,2,1,1,1
57921,2,19,29,1,2,2,1,1,1
57471,2,16,34,1,2,2,1,1,1
57368,2,19,34,1,2,2,2,2,1
57253,2,12,35,1,2,2,2,1,1
57399,2,6,36,1,2,2,1,8,1
57097,2,12,37,1,2,2,2,2,1
57178,2,16,38,1,2,2,2,1,1
57802,2,18,38,1,2,2,1,1,1
57595,2,6,41,1,2,2,2,1,2
57310,2,12,41,1,2,2,2,2,1
57509,2,17,41,1,2,2,1,1,1
57137,2,18,41,1,2,2,2,2,1
57617,2,10,43,1,2,2,1,1,1
57107,2,12,43,1,2,2,2,1,1
57812,2,14,43,1,2,2,1,3,2
57124,2,20,47,1,2,2,2,1,1
57573,2,15,51,1,2,2,2,1,1
57485,2,20,57,1,2,2,1,1,2
57327,2,12,58,1,2,2,2,2,2
57510,2,20,60,1,2,2,1,2,1
57917,2,6,62,1,2,2,1,1,1
57830,2,16,63,1,2,2,2,1,2
57578,2,14,68,1,2,2,2,1,2
57527,2,12,74,1,2,2,1,1,1
57627,2,12,77,1,2,2,1,2,2
57717,2,14,79,1,2,2,1,1,2
57221,2,14,86,1,2,2,2,1,2
57729,1,12,19,2,2,2,1,1,1
57977,1,0,22,2,2,2,8,2,2
57594,1,16,22,2,2,2,2,2,2
57400,1,10,23,2,2,2,2,2,2
58003,1,12,23,2,2,2,1,2,2
57186,1,14,32,2,2,2,2,1,1
57290,1,12,43,2,2,2,8,2,2
58046,1,14,49,2,2,2,2,2,2
57267,1,9,50,2,2,2,1,2,2
57166,1,17,51,2,2,2,2,2,2
57672,1,16,57,2,2,2,1,2,2
57484,1,19,60,2,2,2,2,2,2
57372,2,15,25,2,2,2,2,2,2
57778,2,6,27,2,2,2,1,2,2
57072,2,5,43,2,2,2,2,2,2
57560,2,17,50,2,2,2,1,1,1
57458,2,14,55,2,2,2,2,1,2
57525,1,11,23,1,3,2,8,1,1
58020,1,15,25,1,3,2,1,1,1
57173,1,12,26,1,3,2,2,1,2
57680,1,12,26,1,3,2,2,1,1
57101,1,16,35,1,3,2,2,1,1
57850,1,20,35,1,3,2,1,1,1
57409,1,12,36,1,3,2,1,1,1
57786,1,18,40,1,3,2,2,1,1
57167,1,16,41,1,3,2,2,3,1
57192,1,13,47,1,3,2,2,1,2
57475,1,12,49,1,3,2,2,1,2
57955,1,12,52,1,3,2,2,1,2
57444,1,20,57,1,3,2,2,1,1
57657,2,12,18,1,3,2,1,3,2
57260,2,14,20,1,3,2,2,2,1
57948,2,16,22,1,3,2,2,1,2
57076,2,16,25,1,3,2,2,1,1
58022,2,12,29,1,3,2,2,3,1
57845,2,14,30,1,3,2,2,3,2
57771,2,15,30,1,3,2,1,3,1
57321,2,13,31,1,3,2,2,3,1
57207,2,17,38,1,3,2,3,1,2
57907,2,14,39,1,3,2,1,1,3
57934,2,12,41,1,3,2,3,2,2
57121,2,16,43,1,3,2,2,2,1
57901,2,14,44,1,3,2,1,1,1
57586,2,14,45,1,3,2,2,1,2
57621,2,16,49,1,3,2,1,1,2
57862,2,13,51,1,3,2,1,1,1
58004,2,16,51,1,3,2,8,1,1
57112,2,18,52,1,3,2,1,1,1
57549,2,18,54,1,3,2,1,1,1
57653,2,20,56,1,3,2,2,2,1
57353,2,12,57,1,3,2,2,1,1
57942,2,11,58,1,3,2,2,1,1
57176,2,16,60,1,3,2,2,1,1
57093,2,16,61,1,3,2,2,1,1
57691,2,14,62,1,3,2,2,3,1
58000,2,15,62,1,3,2,1,3,3
57750,2,20,67,1,3,2,2,3,3
57687,2,12,70,1,3,2,2,1,2
57169,2,16,74,1,3,2,2,1,1
57308,2,16,75,1,3,2,2,3,1
57878,1,13,25,2,3,2,1,2,2
57666,1,12,30,2,3,2,2,3,2
57088,1,13,35,2,3,2,2,1,1
57785,1,15,37,2,3,2,2,2,1
57487,1,15,39,2,3,2,2,3,3
57839,1,15,40,2,3,2,2,2,1
58005,1,12,42,2,3,2,2,1,2
57505,1,17,44,2,3,2,2,2,1
57648,1,16,47,2,3,2,2,3,1
57385,1,16,58,2,3,2,2,2,1
57603,1,12,61,2,3,2,2,1,2
57324,2,10,25,2,3,2,2,2,1
57202,2,14,29,2,3,2,2,2,2
57742,2,14,32,2,3,2,2,2,2
57554,2,12,34,2,3,2,1,1,2
58008,2,17,36,2,3,2,2,2,2
57787,2,14,51,2,3,2,2,1,2
57115,2,12,81,2,3,2,2,8,2
57214,1,14,54,3,3,2,2,1,1
57984,1,17,55,3,3,2,1,3,2
57564,1,18,65,3,3,2,2,2,2
58050,2,16,39,3,3,2,2,3,2
58015,2,14,44,3,3,2,2,2,2
57247,2,14,45,3,3,2,1,1,1
57761,2,16,58,3,3,2,2,2,2
57226,2,13,63,3,3,2,2,3,1
57682,2,12,71,3,3,2,2,3,3
57889,2,12,22,8,3,2,2,1,1
58001,2,14,22,1,8,2,1,2,1
57419,2,12,35,1,8,2,1,1,1
57909,2,18,35,1,8,2,2,1,2
57151,2,14,48,1,8,2,2,1,1
57805,2,19,73,1,8,2,2,2,1
57493,2,5,46,2,8,2,1,1,1
57822,2,12,50,2,8,2,8,1,2
57474,2,12,77,2,8,2,2,8,2
58037,1,12,18,0,0,3,1,0,0
57524,1,8,19,0,0,3,8,0,0
57277,1,12,19,0,0,3,3,0,0
57263,1,13,25,0,0,3,2,0,0
57259,1,12,27,0,0,3,1,0,0
57840,1,10,28,0,0,3,1,0,0
57676,1,16,29,0,0,3,2,0,0
57546,1,12,31,0,0,3,2,0,0
57743,1,12,32,0,0,3,3,0,0
57736,1,10,33,0,0,3,2,0,0
57844,1,3,35,0,0,3,2,0,0
57529,1,9,38,0,0,3,1,0,0
57410,1,15,38,0,0,3,3,0,0
57843,1,12,42,0,0,3,2,0,0
57976,1,12,44,0,0,3,3,0,0
57622,1,16,45,0,0,3,2,0,0
57427,1,16,49,0,0,3,1,0,0
57511,1,16,50,0,0,3,1,0,0
57220,1,6,51,0,0,3,3,0,0
57497,1,18,56,0,0,3,1,0,0
57068,1,12,63,0,0,3,3,0,0
57513,1,16,65,0,0,3,2,0,0
57841,2,13,18,0,0,3,2,0,0
57897,2,14,19,0,0,3,1,0,0
57793,2,14,22,0,0,3,1,0,0
57452,2,13,23,0,0,3,3,0,0
57764,2,13,24,0,0,3,3,0,0
57978,2,10,25,0,0,3,2,0,0
57788,2,12,26,0,0,3,1,0,0
57243,2,12,27,0,0,3,2,0,0
57727,2,12,27,0,0,3,8,0,0
57631,2,13,31,0,0,3,8,0,0
57708,2,13,31,0,0,3,2,0,0
57285,2,12,33,0,0,3,3,0,0
57598,2,12,33,0,0,3,2,0,0
57265,2,5,34,0,0,3,2,0,0
57922,2,16,34,0,0,3,1,0,0
57388,2,9,36,0,0,3,2,0,0
57733,2,17,36,0,0,3,1,0,0
57734,2,18,36,0,0,3,2,0,0
57572,2,15,37,0,0,3,3,0,0
57937,2,10,38,0,0,3,1,0,0
57275,2,13,38,0,0,3,1,0,0
57350,2,10,39,0,0,3,2,0,0
57817,2,15,39,0,0,3,2,0,0
57143,2,10,40,0,0,3,1,0,0
58018,2,12,40,0,0,3,2,0,0
57711,2,19,40,0,0,3,1,0,0
57638,2,15,45,0,0,3,2,0,0
57301,2,5,46,0,0,3,2,0,0
57451,2,12,46,0,0,3,2,0,0
57705,2,8,48,0,0,3,8,0,0
57829,2,12,48,0,0,3,1,0,0
57078,2,13,51,0,0,3,2,0,0
57884,2,11,53,0,0,3,2,0,0
57931,2,14,54,0,0,3,8,0,0
57747,2,9,59,0,0,3,3,0,0
57574,2,17,60,0,0,3,1,0,0
57721,2,12,62,0,0,3,3,0,0
57235,2,17,62,0,0,3,3,0,0
57905,2,17,67,0,0,3,3,0,0
57763,2,12,70,0,0,3,1,0,0
57821,2,8,72,0,0,3,1,0,0
57825,2,12,75,0,0,3,2,0,0
57612,2,14,76,0,0,3,3,0,0
57369,2,8,78,0,0,3,3,0,0
57649,1,14,33,1,1,3,2,2,1
57085,1,14,38,1,1,3,1,1,1
57735,1,9,40,1,1,3,3,1,1
57320,1,14,43,1,1,3,3,1,1
57647,1,12,47,1,1,3,3,1,1
57132,1,14,51,1,1,3,2,1,1
57148,1,10,56,1,1,3,3,3,3
57155,2,8,24,1,1,3,1,1,1
57804,2,12,28,1,1,3,3,1,1
57967,2,17,38,1,1,3,2,1,1
57765,2,14,40,1,1,3,3,1,1
57951,2,12,60,1,1,3,2,3,1
57241,2,16,71,1,1,3,2,2,1
57378,1,20,55,2,1,3,3,2,2
57317,1,13,58,2,1,3,3,3,1
57849,2,12,40,2,1,3,2,1,3
57662,2,12,70,2,1,3,2,1,1
57803,2,8,52,8,1,3,3,1,1
57895,1,11,20,1,2,3,2,1,1
57880,1,12,25,1,2,3,2,1,1
57481,1,13,32,1,2,3,2,1,1
57579,1,13,32,1,2,3,1,1,1
57252,1,16,37,1,2,3,1,1,1
57913,1,6,50,1,2,3,2,1,1
57718,2,14,31,1,2,3,2,1,1
57162,2,13,43,1,2,3,3,2,2
57141,2,6,55,1,2,3,3,1,1
57298,1,12,19,2,2,3,2,1,1
57439,2,13,20,2,2,3,2,3,1
57814,2,12,25,2,2,3,2,1,1
57855,2,12,30,2,2,3,1,1,1
57084,2,11,42,2,2,3,1,2,2
57738,2,12,47,2,2,3,2,2,2
57536,2,14,53,2,2,3,2,2,2
57222,1,10,54,1,3,3,3,1,1
57526,1,10,55,1,3,3,2,2,2
57943,2,14,23,1,3,3,1,1,1
57244,2,12,26,1,3,3,1,1,2
57651,2,17,40,1,3,3,1,1,2
57679,2,16,43,1,3,3,2,3,1
57305,2,13,45,1,3,3,2,2,2
57944,2,20,51,1,3,3,2,2,1
57634,2,12,55,1,3,3,3,1,1
57283,2,14,61,1,3,3,2,1,2
57972,2,13,65,1,3,3,3,3,3
57300,2,10,75,1,3,3,2,2,2
57208,1,12,37,2,3,3,2,3,1
57278,1,9,56,2,3,3,8,2,1
57537,2,14,40,2,3,3,2,1,1
57312,2,16,58,2,3,3,2,2,8
57099,1,14,31,3,3,3,2,1,1
57271,2,6,41,3,3,3,2,2,1
57272,2,3,53,3,3,3,2,2,3
57580,2,12,74,3,3,3,3,2,3
57087,2,18,28,1,8,3,1,1,2
57741,2,15,20,2,8,3,2,1,1
57307,2,7,79,8,8,3,8,2,2
57456,1,15,27,0,0,8,8,0,0
57969,1,12,28,0,0,8,2,0,0
57279,1,16,46,0,0,8,1,0,0
57482,1,16,70,0,0,8,3,0,0
57857,1,11,73,0,0,8,2,0,0
57165,2,16,32,0,0,8,3,0,0
57576,2,20,34,0,0,8,1,0,0
57177,2,18,35,0,0,8,3,0,0
57070,2,10,37,0,0,8,3,0,0
57159,2,12,37,0,0,8,1,0,0
57460,2,12,65,0,0,8,8,0,0
57289,2,13,78,0,0,8,2,0,0
57231,2,13,84,0,0,8,1,0,0
57450,1,11,23,1,1,8,2,1,1
57105,1,14,26,1,1,8,3,1,1
57818,1,14,78,1,1,8,1,2,2
57569,1,16,71,2,2,8,1,2,2
57216,2,6,25,8,2,8,2,1,1
57640,2,16,32,8,3,8,8,8,8
57366,2,16,43,1,8,8,2,1,2
57431,1,12,66,8,9,9,9,8,1
